Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,adi_epi_1,adi_epi_2,adi_epi_3,adi_ing_1,adi_ing_2,adi_ing_3,adi_peri_1,adi_peri_2,adi_peri_3,adi_retro_1,adi_retro_2,adi_retro_3,adi_ibat_1,adi_ibat_2,adi_ibat_3,svf_epi_1,svf_epi_2,svf_epi_3,svf_ing_1,svf_ing_2,svf_ing_3,svf_peri_1,svf_peri_2,svf_peri_3,svf_retro_1,svf_retro_2,svf_retro_3,svf_ibat_1,svf_ibat_2,svf_ibat_3
13.23_318.0760m/z,,318.076007,1,13.2257,0.055066667,1,0,0,Infinity,Condition 9,Condition 1,100,875.218473,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518.3416023,1069.904957,609.6171341,724.4677498,557.7413303,760.9741249,812.854011,409.666873,777.3965345,916.0534734,482.1081838,976.3527744,259.5357633,551.5059204,371.4140004
12.89_422.3976m/z,,422.397605,1,12.89488333,0.0276,12,0,0,Infinity,Condition 9,Condition 1,100,809.3056512,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.4454002,703.122343,577.6497836,968.831809,467.8148766,711.0296498,185.3069229,580.9057503,438.5855103,758.3043976,650.6132245,778.0146257,298.4556503,779.565331,492.6508538
13.30_293.1735m/z,,293.1734585,1,13.29711667,0.065566667,2,0,0,Infinity,Condition 7,Condition 1,100,797.2459969,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.3228264,148.3397522,176.8109398,671.6709213,780.6499462,791.1694775,747.8454246,530.0438385,653.5030479,229.5748634,465.4229164,934.0737184,768.8848495,352.996637,113.3427315
13.30_374.3621m/z,,374.3621063,1,13.3026,0.021866667,5,0,0,Infinity,Condition 7,Condition 1,100 - 3.88,774.5407287,14.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.6267727,432.6712777,764.2397343,841.0505939,842.2589968,501.9999831,346.0975006,727.0729473,787.4740028,696.9237034,482.618016,645.2078056,567.9433389,606.5422597,418.7771988
13.40_456.3670m/z,,456.3670436,1,13.40041667,0.026866667,1,0,0,Infinity,Condition 6,Condition 1,100 - 19.3,754.8264643,35.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.5579391,1247.88438,496.0828657,451.7926593,904.3412037,566.8243204,353.0636504,176.4103928,376.3256126,338.379345,205.1279602,664.8927386,0,0,0
13.40_584.5234m/z,,584.5234333,1,13.40041667,0.016083333,6,0,0,Infinity,Condition 8,Condition 1,100 - 10,730.3959687,41.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.4236603,609.1561432,958.4834917,362.4684448,958.4304199,641.6586304,372.7014618,488.5379028,1077.336759,0,0,0
13.30_374.3255m/z,,374.3254967,1,13.29711667,0.032816667,5,0,0,Infinity,Condition 9,Condition 1,100,651.9443935,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.1232759,105.1322327,329.2853902,346.7113418,747.0640524,512.8113626,138.1278305,779.6998558,635.47892,903.6900484,273.6059113,577.5093671,361.2670975,311.6822433,174.7932892
13.39_319.2624m/z,,319.2624265,1,13.3897,0.053883333,47,0,0,Infinity,Condition 8,Condition 1,100,627.177068,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.825319,535.6848445,91.85458756,568.6271935,391.7989807,663.6288795,337.1010513,833.6042976,513.7372017,644.654202,405.8879475,224.2499962,116.1626587,268.4597855,288.9989624
13.05_458.3206m/z,,458.3206231,1,13.04936667,0.03865,1,0,0,Infinity,Condition 6,Condition 1,100,576.4595396,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0862656,933.613801,450.3355675,274.1249123,809.2515992,453.0424868,253.0920639,614.4205619,514.7956465,349.3676912,259.6110115,624.8711012,468.1155103,553.1886834,482.4488048
14.05_406.3667m/z,,406.3667291,1,14.05103333,0.02175,7,0,0,Infinity,Condition 7,Condition 1,100,556.2695025,32.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.4189004,108.3518219,121.0847641,119.6782303,526.201693,908.3445435,550.5556137,226.852005,272.0964355,299.5486794,575.98526,633.9684375,0,0,0
13.32_253.2519m/z,,253.2519293,1,13.31898333,0.038233333,17,0,0,Infinity,Condition 9,Condition 1,100 - 0.562,511.3082262,17,0,0,0,0,0,0,0,0,0,0,0.000703412,0,0,0,0,437.7875366,87.38186264,308.1922264,427.4310629,341.8521472,141.0730114,261.3152199,352.9982395,371.0138091,538.3113971,412.9965504,424.5416631,357.0045077,186.2174151,115.3232765
14.06_324.3617m/z,,324.3616957,1,14.06188333,0.02175,1,0,0,Infinity,Condition 9,Condition 1,100,394.9368506,15.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.2465935,264.6879692,103.7942162,204.5344741,93.30315018,95.03007126,387.5053868,373.6484337,294.1949654,200.3368645,245.1596947,644.0233502,0,0,0
14.66_241.1147m/z,,241.1147145,1,14.65941667,0.03295,1,0,0,Infinity,Condition 10,Condition 1,100,331.1523205,30.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.9904671,248.2173596,126.2670986,103.2970574,149.1089277,367.0615618,137.1147614,286.2986088,123.4341317,103.1257521,127.558176,423.0301762,415.6944389,179.9733631,271.9086589
12.67_762.6587m/z,,762.6587306,1,12.66858333,0.226033333,10,0,0,1658.921458,Condition 1,Condition 9,100 - 46.2,307277.264,17.14,623955.4826,320567.0498,190065.715,221278.4567,120819.2849,149506.2392,119266.3135,342942.4847,431879.4159,149421.9497,108485.7909,211456.6285,323394.4909,237623.6301,363830.2348,431.3544972,308.3825922,324.4379832,329.8237953,354.415018,443.589513,116.3732783,211.4650452,204.649968,97.78719028,153.5886607,255.9981061,1248.658617,335.754786,904.3551223
12.77_643.5448m/z,,643.5448087,1,12.77336667,0.1602,3,0,0,592.8946329,Condition 3,Condition 7,100 - 37.3,162132.1359,5.67,83472.49212,102381.3609,41074.47606,104388.7368,78468.53805,96800.27606,168924.1152,154244.9383,164720.7688,160598.1276,148900.948,169963.1632,142493.7154,133191.8648,96360.22974,164.9344247,394.7958426,285.311379,169.2979518,390.4987335,207.2534575,298.5810349,379.7766863,519.4897484,424.82169,329.7152073,168.9410541,811.397534,422.5738079,909.6048295
12.60_700.5390n,700.5390258,718.5963495,1,12.59708333,0.518116667,3,0,0,230.2288854,Condition 3,Condition 8,100 - 45.9,2994996.698,2.84,5374526.229,2932230.253,1857979.573,2292948.158,1598629.797,1843791.931,2110494.954,3180760.052,3815169.768,2252427.802,2158114.507,2492944.652,2339746.282,2217671.857,2470926.16,30455.72295,18130.48163,40896.06129,16657.83059,19635.88399,18379.17533,13909.44496,10693.79048,10272.67868,12650.65761,11136.30875,12559.28944,35596.64442,20253.71007,74247.54277
3.41_466.3285m/z,,466.3284681,1,3.4077,0.8398,3,0,0,209.4456228,Condition 3,Condition 8,100 - 25.1 - 1.15,834018.6083,2.73,937467.6383,896126.7249,712674.5204,813143.3617,763643.2407,860721.1191,847197.2622,795461.127,868939.707,796774.0082,848697.3442,835608.1842,752463.2873,725585.7043,644842.8149,4566.268226,4997.167606,7132.355769,8126.344357,6094.383743,6345.655697,4791.832656,2591.87549,3289.709625,4977.377048,3943.493712,2309.332914,7168.011012,3339.252785,12454.71006
1.62_426.3209m/z,,426.3209127,1,1.616883333,0.132516667,76,0,0,173.6922182,Condition 4,Condition 8,100 - 25.3 - 0.726,17827.6373,1.68,16025.89823,17683.09368,14712.27316,17786.3662,15236.05603,16808.21805,18568.56722,16167.12749,16941.6652,17650.00206,18121.03601,17932.28901,15951.0431,14299.36879,12304.96797,162.0981351,118.7344594,135.5678916,156.1721456,122.9775392,156.3610546,108.9736528,107.2290205,58.63994414,94.4324972,118.8370015,102.9108479,187.4180165,127.2658874,100.6274732
2.65_452.3129m/z,,452.3129225,1,2.646266667,0.511983333,3,0,0,115.3489858,Condition 4,Condition 8,100 - 23.9,221250.1484,2.03,247758.6085,219876.8702,182589.8504,212978.4436,199693.8287,221611.9374,226558.5967,205083.8153,224923.8919,215214.1255,219963.9514,231555.715,202707.4651,187953.3909,169550.2428,2372.669674,1928.852874,2825.541276,2341.595595,2160.890534,2221.696033,2100.255725,1429.666376,1613.465237,2164.693258,1971.849261,1537.476865,2322.490804,1584.836796,3920.243131
13.16_750.6622m/z,,750.6621926,1,13.15961667,0.313683333,9,0,0,88.91225687,Condition 5,Condition 8,100 - 50.4 - 31.5 - 13.2,3487635.789,3.64,4914857.465,2845282.35,2090291.639,2891421.8,2074792.97,2489570.422,1912088.263,2795293.528,3339231.916,2616522.412,2115867.372,2556649.242,3929943.44,3159757.141,4463983.836,68896.03931,47122.39914,74941.00441,51744.3718,42676.09123,44570.3898,36089.271,33862.53603,35323.02859,53558.8615,34274.08587,35204.97561,185137.4639,100325.4597,259100.9125
12.71_780.6843m/z,,780.6843295,1,12.7126,0.468116667,1,0,0,83.77560336,Condition 4,Condition 9,100 - 51.2,946972.9238,1.46,995571.241,702118.4115,530959.9442,700826.3988,718235.3026,814652.2549,847977.7541,854844.7931,886957.6968,946740.8355,952703.1839,953096.3261,950812.1049,925744.8636,825597.9917,18086.54509,20331.91987,19753.52129,89967.67303,64054.71108,54721.86589,23834.27509,8532.369873,12837.29876,9277.526369,11121.05882,10100.96229,53997.2747,69244.77977,27909.154
6.11_551.3943n,551.3943454,552.4016218,1,6.112066667,0.918333333,3,0,0,82.08446758,Condition 3,Condition 8,100 - 30.5 - 6.45 - 0.192,2100569.082,3.93,2283118.308,2148011.395,1791777.213,1979611.259,1917435.013,2110073.118,2089632.26,2030494.546,2210110.686,1990858.961,2074332.157,1885921.639,1667502.014,1692851.246,1333375.588,26136.16455,24622.57229,30094.37751,35429.45235,29012.17032,29212.95953,23966.23897,22459.166,22239.23674,24625.18634,22659.61595,24553.98536,35868.55092,27252.47477,101344.2517
12.34_712.5838m/z,,712.5838428,1,12.3385,0.0604,5,0,0,72.18372683,Condition 4,Condition 7,100 - 42.3,56747.99169,5.13,15715.82211,30449.23542,30135.6491,47487.52715,30387.40653,42185.15025,56270.20496,50607.54517,63827.11448,52817.35221,58517.30622,59707.49981,59678.24846,48442.61446,43742.18289,836.5406112,835.0308105,1015.365588,840.79328,738.6716714,638.6991728,730.8214862,906.193356,725.6255537,801.427526,577.9756777,763.0968722,675.3743803,766.2687324,680.2177117
12.18_694.5521n,694.55207,712.5858956,1,12.1753,0.702516667,5,0,0,62.66938104,Condition 4,Condition 6,100 - 47.3,2904743.519,2.46,2537764.452,2311727.805,1530233.533,2635664.429,2329880.629,2652554.741,2594609.141,2775819.453,2934402.872,2887716.18,2968062.403,2893589.937,2946357.352,2857384.905,2626963.647,44078.15182,38256.82535,46166.75574,100309.2705,94650.13271,77584.68569,45298.34364,40104.34492,47631.44697,50836.23692,46889.2872,40115.13697,59575.72518,60276.24829,110972.0622
9.91_712.5247m/z,,712.5247301,1,9.912983333,0.248283333,9,0,0,54.77571389,Condition 4,Condition 8,100 - 39.1 - 6.99,96685.32644,3.23,103424.094,107736.7084,74644.61137,86779.63117,85460.04382,99314.33905,96755.81815,98404.52468,94325.20699,92628.28561,100553.6714,98122.77549,81164.35251,83459.47636,63104.22505,1644.483173,2174.618099,1912.781433,1809.87001,1835.360801,1861.407181,1795.791339,1417.439403,1521.610776,1703.920852,1548.332543,1651.772398,1705.935619,1951.121514,3117.766881
12.71_680.5725n,680.5724875,698.606313,1,12.7126,0.46865,1,0,0,52.76483198,Condition 4,Condition 8,100 - 42.4 - 7.53 - 0.72,5584404.655,1.05,4374378.027,3864548.613,2483017.706,4146685.288,3672744.882,4107026.479,5115542.344,5254050.921,5504398.856,5488367.079,5553642.86,5784520.465,6300126.686,5588272.355,5049461.332,126686.464,104319.3155,135564.3142,129672.3836,135613.9512,135839.4434,108844.7644,82290.27152,92778.31275,123965.9322,97576.04526,81394.88054,199806.0146,113965.1902,239399.1813
12.17_692.5353n,692.5353448,710.5691703,1,12.16991667,0.520483333,4,0,0,48.84304353,Condition 4,Condition 9,100 - 46.5,1018731.286,2.25,670715.4766,798956.013,655988.592,839955.768,885268.7332,1016758.297,879762.6338,981217.872,988820.2944,1051502.984,1040921.956,974755.1738,1093601.185,1056411.69,984021.351,19773.22797,20782.51121,26187.95665,31092.20842,33159.91797,23705.15309,23953.04638,16356.53268,21823.87204,17084.20898,19134.08264,20178.60218,25226.46111,31059.9203,27531.85815
13.01_646.5657n,646.5656793,647.5729557,1,13.00523333,0.319783333,3,0,0,47.26598973,Condition 4,Condition 7,100 - 43.1 - 9.96 - 0.705,3916349.28,2.58,3041844.661,2708116.752,1596502.617,2862188.012,2441233.536,2725224.84,3808364.074,3571648.523,3892779.24,3955512.39,3803573.148,4039842.151,3685403.346,3364107.153,2882397.34,77809.38198,73359.30689,78853.60758,73306.77349,77273.07172,82714.42745,84484.6182,108177.8174,90369.18184,74731.93582,90863.66687,91577.41795,77271.84851,93161.29269,68016.816
12.86_669.5592m/z,,669.5591752,1,12.85623333,0.22635,3,0,0,46.90328955,Condition 3,Condition 7,100 - 40,703982.2842,2.53,627219.8408,544093.6702,300493.0767,514179.5382,383780.1138,438466.1527,644563.0737,717935.1104,764795.4238,648115.5078,652247.9812,698666.7646,800174.0832,676149.1439,603488.2609,17440.26752,13074.84602,21441.12653,17398.92554,12382.54484,12617.78734,17348.97537,14640.03309,15298.53932,17274.45819,18169.04451,14125.34969,29734.66578,16648.79055,35096.67377
13.14_724.6479m/z,,724.6479095,1,13.1376,0.314116667,6,0,0,39.61966423,Condition 5,Condition 8,100 - 45.6 - 23.6,1995444.864,3.75,2840197.644,1610492.956,1145567.608,1632214.793,1195219.621,1382307.916,1445092.357,1708055.791,1961532.866,1709232.483,1520381.707,1714526.823,2352196.047,1937794.842,2309034.061,62924.90677,48225.70924,63670.49644,52958.86088,46347.8353,49896.9047,46466.47125,43607.27756,45092.44419,52067.04659,42672.23487,45288.31423,129426.1451,82488.02613,168617.6529
12.99_367.3351m/z,,367.3350585,1,12.99418333,1.884616667,7,0,0,39.47693308,Condition 4,Condition 8,100 - 28.5,6050646.441,1.26,4551047.835,3894543.521,2389754.599,4121543.909,3607489.381,4011940.627,5994674.946,5317094.769,5615929.869,5939002.823,6171046.408,6117982.621,5365611.924,5157688.266,4273074.825,171680.5876,137025.4508,170729.2913,168044.1262,157930.8575,160883.1683,145547.8278,126882.4002,138897.5281,161405.3893,136431.9016,119438.0042,211801.9725,149764.9274,246171.5659
12.11_699.5307m/z,,699.5307232,1,12.10551667,0.181883333,4,0,0,38.75019491,Condition 4,Condition 7,100 - 63.1,298885.7044,2.09,266838.1678,237537.7379,106193.5866,216915.4225,157833.5238,199045.8336,259590.0405,283104.3579,269597.8126,290927.0059,315517.2201,293805.3311,260043.9263,273396.0247,228838.4377,6974.886305,8814.215707,7408.972421,7209.391181,7382.445218,7136.909335,9550.48256,7200.751366,7395.465359,9431.043456,7289.700682,6608.581323,7012.111097,7230.50779,8041.445858
2.50_518.3235m/z,,518.3235121,1,2.49725,0.755566667,8,0,0,37.91036319,Condition 4,Condition 9,100 - 28,321173.9045,0.52,337647.9288,270233.434,247155.0853,297405.8352,281733.5109,292764.6073,324480.3969,303597.5968,333341.7958,297150.9931,327544.2297,343490.7554,227387.1706,226476.4867,161679.217,8908.987213,7765.558858,10093.31071,9076.662967,7394.53669,8966.986259,8625.384634,6767.68948,7486.21827,7540.876559,8150.212195,7127.239897,9011.530545,7797.627675,15242.29633
12.08_291.1947m/z,,291.1946646,1,12.07871667,0.383216667,13,0,0,36.21529976,Condition 4,Condition 10,100 - 14.5,116755.0489,2.55,87382.20934,84039.86382,55340.40487,96923.99078,83095.20658,95246.76786,108182.2169,110892.9027,116436.1876,112519.4505,119685.4925,119586.1096,100519.781,100022.5669,90865.40901,3539.065055,3472.218847,4545.912754,3545.019504,3703.834671,3584.106754,3235.22982,3059.21287,2900.200224,3424.971609,4125.953532,2516.57629,3329.651242,2528.544711,2597.752293
10.43_713.5338n,713.5338056,714.5410821,1,10.43041667,0.532516667,2,0,0,33.84378198,Condition 4,Condition 8,100 - 49.9,1015886.182,3.93,1025750.733,1085776.518,836404.9021,1017865.318,908211.3285,1067010.925,1003535.98,983405.5548,1041690.192,1037699.969,1027236.801,994305.3591,862337.5658,943749.7902,757769.6509,43487.83183,36953.39747,39146.80696,43536.20313,36287.526,39668.7199,26738.44717,25502.90734,28345.81851,34080.09117,32054.08831,31852.25219,44856.42342,43054.90648,86791.19512
12.89_645.5592m/z,,645.5592483,1,12.89488333,0.38625,4,0,0,28.22588805,Condition 4,Condition 8,100 - 48.7 - 23.3 - 7.37 - 1.04,6994307.176,2.13,5533787.558,4751328.792,2572804.156,4844589.197,3903854.994,4453978.595,6795653.445,6535462.121,6917493.403,6752150.374,7105191.157,7218108.177,6578460.07,6132491.556,5137845.45,238741.0677,248729.8783,246415.4615,263962.195,241275.2836,238519.8299,230547.1449,206953.38,227591.5986,260086.9691,272302.3598,232889.1496,289835.2902,250583.4803,320574.6089
12.57_712.5857m/z,,712.5856611,1,12.56956667,0.044016667,5,0,0,25.52173651,Condition 4,Condition 6,100 - 55.4,59968.58133,4.65,50241.27867,35372.50632,29747.61069,32528.32036,43021.08604,44215.64346,60938.25205,49675.57368,54400.43206,60294.31498,64411.18544,55828.72194,48885.86252,40170.65752,34465.94453,2571.708744,1764.422907,2186.40097,3086.122242,2417.48518,2661.152061,2605.969437,2985.495624,2236.115018,2907.546987,3152.02959,2766.617118,2444.242694,2623.13808,2457.734659
12.99_368.3434n,368.3433829,369.3506593,1,12.99418333,1.643466667,1,0,0,21.15905641,Condition 4,Condition 8,100 - 29,13414119.09,1.42,10723405.99,9497985.077,6544481.901,9890041.233,9112878.47,10184409.81,12979700.19,12372988.65,13016321.92,13323139.92,13572717.21,13512333.25,13008230.7,12129781.41,10843987.07,657563.2759,584445.9743,678026.907,640648.5236,616231.2345,644035.1101,596947.8775,527126.2596,577367.2702,620194.3228,560599.6546,528513.2707,760817.1415,587556.6913,855785.616
4.52_480.3441m/z,,480.3440684,1,4.521266667,0.7856,5,0,0,13.98466018,Condition 3,Condition 9,100 - 26,1104363.839,3.88,1094661.572,1132388.21,952086.7109,1044364.849,1009945.605,1111568.539,1093505.577,1079095.659,1156277.127,1053686.704,1119887.426,1038650.061,990387.0323,963939.1732,891528.1987,78471.7262,79051.01182,96659.9906,93447.11754,81406.68886,90512.31235,79966.24113,67243.02517,72387.43553,73393.22889,72004.77311,67336.56412,90398.24597,76234.89893,127731.4392
12.99_275.1999m/z,,275.1998837,1,12.98868333,0.259283333,67,0,0,13.86975474,Condition 4,Condition 9,100 - 12.4,75084.92578,4.2,52071.84876,51020.69374,43145.84503,55065.7523,55376.31481,60992.96952,71418.84839,68003.41682,70749.06061,76467.46744,76484.43182,73153.80717,82395.15944,72810.65327,63591.78758,5889.473834,5058.932011,6423.254192,5638.014109,6177.57018,5925.870001,5237.722212,4542.498446,5159.536822,5405.140337,4407.561412,4779.560463,5471.221636,5348.582342,6025.353068
13.10_295.2261m/z,,295.2261093,1,13.099,0.303116667,73,0,0,12.82786902,Condition 4,Condition 9,100 - 18,832211.8035,0.98,637706.2665,583741.1707,441532.9619,592969.6652,575930.6133,662740.4289,822590.8443,774801.3847,809546.0812,819503.6533,826662.6132,861362.3489,802250.2475,780365.0331,703735.3562,66525.55604,64481.69948,65825.40255,63791.6446,60090.04925,64297.11063,63438.98566,61758.34743,60805.30323,58325.50709,59949.6012,56612.10884,67275.82491,63629.5157,70281.43603
12.59_275.1999m/z,,275.1998941,1,12.58608333,0.280666667,67,0,0,10.64708118,Condition 4,Condition 7,100 - 9.15,48092.76576,2.3,41826.69273,33216.68375,25690.69574,37507.23287,31974.45345,39499.74063,44574.0978,41428.03833,43310.55355,46738.6476,49345.49881,48808.13512,43097.84476,39875.21233,34446.64594,5268.554318,4763.062334,4837.411762,3811.0521,4432.330143,4467.79564,3692.203055,4015.155989,5215.603283,4861.981436,3567.02584,4488.77473,4809.299715,4207.690432,4899.631762
13.10_277.2156m/z,,277.2155526,1,13.099,0.809983333,122,0,0,10.32908191,Condition 4,Condition 9,100 - 14.9,760640.6649,1,568227.5546,528293.0081,436933.937,545420.9785,548070.4404,614891.2777,744203.7589,703074.6775,724323.9189,744112.0481,766890.8481,780779.4346,728026.1927,698139.197,639081.7012,76340.20839,71374.83461,73632.62227,73007.24924,70971.17878,72484.2487,68285.18203,68188.59627,65156.77265,69132.51782,65404.17786,63922.73958,73481.87669,66276.14211,76573.91781
12.12_309.2051m/z,,309.2050775,1,12.11625,0.274216667,27,0,0,8.868638864,Condition 4,Condition 10,100 - 7.03,60216.59897,1.8,48721.02683,48636.3797,34507.88504,54512.71562,47226.74369,54376.08335,61295.12126,59009.42341,60544.20697,58466.28464,60287.49227,62701.81798,52627.6632,54590.93794,52725.36676,9736.240868,7727.520937,6399.30193,8076.03147,7159.845219,6314.754109,7560.103069,6417.207196,6819.61434,6150.004374,7019.011113,5871.444669,6428.351455,6242.624281,5171.131341
4.82_510.3546m/z,,510.3546103,1,4.82335,1.180066667,8,0,0,8.233819587,Condition 3,Condition 9,100 - 26.8 - 3.98,1621470.807,1.34,1609392.262,1523032.619,1346876.983,1519052.731,1443312.041,1534134.884,1625769.065,1578170.364,1681785.025,1465526.157,1625322.388,1496073.261,955041.974,999031.8196,758001.0684,187914.6666,184986.5992,224754.2449,223858.5255,200240.9952,219236.5759,198121.6705,169298.5114,179235.2874,178880.3505,180427.9078,171514.7374,212630.9713,186332.8874,270359.4947
13.12_337.2726m/z,,337.2726455,1,13.11556667,0.253466667,10,0,0,7.940838026,Condition 4,Condition 9,100 - 15.4,108905.8864,0.85,98456.59437,88351.73287,66302.68831,92691.92314,82157.2206,96710.75528,103995.5114,105394.6024,111892.4714,107971.0177,109761.0694,110348.8504,104034.0675,105870.9407,102811.9805,14363.10501,12498.18081,14012.31139,12696.016,12895.11634,13501.52218,14185.05541,13262.79536,13152.94364,11967.19289,11941.31639,13159.00416,14261.57818,15337.61247,16672.75812
12.98_293.2104m/z,,293.2104097,1,12.97763333,0.259283333,32,0,0,6.06187985,Condition 4,Condition 9,100 - 11.7,128369.7506,2.03,98858.2531,95157.09696,86131.8425,95681.59546,102891.1776,118138.1796,119719.7896,118339.3152,118786.4087,127168.4333,131463.1127,128039.1329,141847.7676,129691.0433,118293.6714,22043.71935,18552.24728,22382.98583,21894.93503,22272.81136,22592.62288,19284.63424,19099.59208,20189.60775,19259.83943,18735.71898,19140.00134,19877.79,18597.11938,21336.2479
3.95_495.3314n,495.3314243,496.3387007,1,3.949933333,1.660383333,6,0,0,5.255961954,Condition 3,Condition 9,100 - 26.7 - 4.35,18456476.86,3.19,19097392.13,17172404.53,16606564.8,18336886.72,18019309.03,19617573.65,18687298.67,17933118.13,18975619.43,18493996.98,18844397.67,18175358.55,18970120.08,17737727.77,17327380.19,3494086.754,3278365.549,3924399.573,3704417.42,3375535.6,3776009.856,3418234.751,2999269.563,3219594.247,3138881.982,3236779.672,3092947.531,3735601.883,3264142.015,4662088.663
13.01_383.3298m/z,,383.3297695,1,13.00523333,0.4795,13,0,0,3.647599274,Condition 4,Condition 7,100 - 22.9,1567875.854,2.18,1468943.316,1153517.027,933451.0729,1191088.69,1255940.646,1338955.964,1477974.107,1438970.209,1402636.273,1578826.885,1577853.637,1565785.736,1717922.47,1615965.691,1484217.378,417089.7889,409887.8122,421010.2095,408982.153,387799.9949,414447.4613,398452.0166,417175.7047,407510.109,408375.555,394561.1419,386702.5219,419613.0657,406692.5494,434011.0399
